organism_name	taxid	bioproject_accession	bioproject_id	group	subgroup	size_mb	gc	assembly_accession	replicons	wgs	scaffolds	genes	proteins	release_date	modify_date	status	center	biosample_accession
Ciconia boyciana	52775	PRJDB4709	327649	Animals	Birds	1364.95	43.6	GCA_002002965.1	NA	BDFF01	505419	NA	NA	2016-07-01	2016-07-01	Scaffold	Laboratory of Ecogenetics, Environmental Biology Division, National Institute for Environmental Studies	SAMD00050841
Falco peregrinus	8954	PRJNA198010	198010	Animals	Birds	1171.97	41.8	GCA_000337955.1	mitochondrion MT:NC_000878.1/AF090338.1	AKMT01	7021	15567	21607	2013-02-05	2016-10-06	Scaffold	NCBI	SAMN02981425
Gasterosteus aculeatus	69293	PRJNA13579	13579	Animals	Fishes	446.611	44.6	GCA_000180675.1	NA	AANH01	16957	NA	NA	2006-02-01	2014-08-11	Contig	Broad Institute	SAMN02981227
Drosophila yakuba	7245	PRJNA12366	12366	Animals	Insects	165.71	42.3955	GCA_000005975.1	chromosome X:NC_011091.1/CM000162.2; chromosome 2L:NT_167062.1/CM000157.2; chromosome 2R:NT_167063.1/CM000158.2; chromosome 3L:NT_167064.1/CM000159.2; chromosome 3R:NT_167065.1/CM000160.2; chromosome 4:NC_011090.1/CM000161.2; mitochondrion MT:NC_001322.1/X03240.1	AAEU02	8123	16079	23317	2004-07-07	2015-11-06	Chromosome	FlyBase	SAMN02952910
Equus caballus	9796	PRJNA18661	18661	Animals	Mammals	2474.93	41.6532	GCA_000002305.1	chromosome 1:NC_009144.2/CM000377.2; chromosome 2:NC_009145.2/CM000378.2; chromosome 3:NC_009146.2/CM000379.2; chromosome 4:NC_009147.2/CM000380.2; chromosome 5:NC_009148.2/CM000381.2; chromosome 6:NC_009149.2/CM000382.2; chromosome 7:NC_009150.2/CM000383.2; chromosome 8:NC_009151.2/CM000384.2; chromosome 9:NC_009152.2/CM000385.2; chromosome 10:NC_009153.2/CM000386.2; chromosome 11:NC_009154.2/CM000387.2; chromosome 12:NC_009155.2/CM000388.2; chromosome 13:NC_009156.2/CM000389.2; chromosome 14:NC_009157.2/CM000390.2; chromosome 15:NC_009158.2/CM000391.2; chromosome 16:NC_009159.2/CM000392.2; chromosome 17:NC_009160.2/CM000393.2; chromosome 18:NC_009161.2/CM000394.2; chromosome 19:NC_009162.2/CM000395.2; chromosome 20:NC_009163.2/CM000396.2; chromosome 21:NC_009164.2/CM000397.2; chromosome 22:NC_009165.2/CM000398.2; chromosome 23:NC_009166.2/CM000399.2; chromosome 24:NC_009167.2/CM000400.2; chromosome 25:NC_009168.2/CM000401.2; chromosome 26:NC_009169.2/CM000402.2; chromosome 27:NC_009170.2/CM000403.2; chromosome 28:NC_009171.2/CM000404.2; chromosome 29:NC_009172.2/CM000405.2; chromosome 30:NC_009173.2/CM000406.2; chromosome 31:NC_009174.2/CM000407.2; chromosome X:NC_009175.2/CM000408.2; mitochondrion MT:NC_001640.1/X79547.1	AAWR02	9688	26948	36064	2007-01-24	2014-08-06	Chromosome	The Genome Assembly Team	SAMN02953672
Tetraodon nigroviridis	99883	PRJNA12350	12350	Animals	Fishes	342.403	46.6	GCA_000180735.1	NA	CAAE01	25773	27918	27918	2004-05-14	2015-01-30	Scaffold	Genoscope	SAMEA3138311
Oreochromis niloticus	8128	PRJNA354796	354796	Animals	Fishes	1009.86	40.7671	GCA_001858045.2	linkage group LG1:NC_031965.1/CM007481.1; linkage group LG2:NC_031966.1/CM007482.1; linkage group LG3a:NC_031967.1/CM007483.1; linkage group LG3b:NC_031968.1/CM007484.1; linkage group LG4:NC_031969.1/CM007485.1; linkage group LG5:NC_031970.1/CM007486.1; linkage group LG6:NC_031971.1/CM007487.1; linkage group LG7:NC_031972.1/CM007488.1; linkage group LG8:NC_031973.1/CM007489.1; linkage group LG9:NC_031974.1/CM007490.1; linkage group LG10:NC_031975.1/CM007491.1; linkage group LG11:NC_031976.1/CM007492.1; linkage group LG12:NC_031977.1/CM007493.1; linkage group LG13:NC_031978.1/CM007494.1; linkage group LG14:NC_031979.1/CM007495.1; linkage group LG15:NC_031980.1/CM007496.1; linkage group LG16:NC_031987.1/CM007497.1; linkage group LG17:NC_031981.1/CM007498.1; linkage group LG18:NC_031982.1/CM007499.1; linkage group LG19:NC_031983.1/CM007500.1; linkage group LG20:NC_031984.1/CM007501.1; linkage group LG22:NC_031985.1/CM007502.1; linkage group LG23:NC_031986.1/CM007503.1; mitochondrion MT:NC_013663.1/GU238433.1	MKQE01	2567	37427	58088	2016-10-31	2016-11-21	Chromosome	NCBI	SAMN05859795
Ictalurus punctatus	7998	PRJNA327588	327588	Animals	Fishes	783.275	39.8391	GCA_001660625.1	chromosome 1:NC_030416.1/CM004414.1; chromosome 2:NC_030417.1/CM004415.1; chromosome 3:NC_030418.1/CM004416.1; chromosome 4:NC_030419.1/CM004417.1; chromosome 5:NC_030420.1/CM004418.1; chromosome 6:NC_030421.1/CM004419.1; chromosome 7:NC_030422.1/CM004420.1; chromosome 8:NC_030423.1/CM004421.1; chromosome 9:NC_030424.1/CM004422.1; chromosome 10:NC_030425.1/CM004423.1; chromosome 11:NC_030426.1/CM004424.1; chromosome 12:NC_030427.1/CM004425.1; chromosome 13:NC_030428.1/CM004426.1; chromosome 14:NC_030429.1/CM004427.1; chromosome 15:NC_030430.1/CM004428.1; chromosome 16:NC_030431.1/CM004429.1; chromosome 17:NC_030432.1/CM004430.1; chromosome 18:NC_030433.1/CM004431.1; chromosome 19:NC_030434.1/CM004432.1; chromosome 20:NC_030435.1/CM004433.1; chromosome 21:NC_030436.1/CM004434.1; chromosome 22:NC_030437.1/CM004435.1; chromosome 23:NC_030438.1/CM004436.1; chromosome 24:NC_030439.1/CM004437.1; chromosome 25:NC_030440.1/CM004438.1; chromosome 26:NC_030441.1/CM004439.1; chromosome 27:NC_030442.1/CM004440.1; chromosome 28:NC_030443.1/CM004441.1; chromosome 29:NC_030444.1/CM004442.1; mitochondrion MT:NC_003489.1/AF482987.1	LBML01	9975	27156	47978	2016-06-09	2016-06-21	Chromosome	NCBI	SAMN03486842
Oncorhynchus mykiss	8022	PRJNA390662	390662	Animals	Fishes	2179	43.4875	GCA_002163495.1	chromosome 1:NC_035077.1/CM007935.1; chromosome 2:NC_035078.1/CM007936.1; chromosome 3:NC_035079.1/CM007937.1; chromosome 4:NC_035080.1/CM007938.1; chromosome 5:NC_035081.1/CM007939.1; chromosome 6:NC_035082.1/CM007940.1; chromosome 7:NC_035083.1/CM007941.1; chromosome 8:NC_035084.1/CM007942.1; chromosome 9:NC_035085.1/CM007943.1; chromosome 10:NC_035086.1/CM007944.1; chromosome 11:NC_035087.1/CM007945.1; chromosome 12:NC_035088.1/CM007946.1; chromosome 13:NC_035089.1/CM007947.1; chromosome 14:NC_035090.1/CM007948.1; chromosome 15:NC_035091.1/CM007949.1; chromosome 16:NC_035092.1/CM007950.1; chromosome 17:NC_035093.1/CM007951.1; chromosome 18:NC_035094.1/CM007952.1; chromosome 19:NC_035095.1/CM007953.1; chromosome 20:NC_035096.1/CM007954.1; chromosome 21:NC_035097.1/CM007955.1; chromosome 22:NC_035098.1/CM007956.1; chromosome 23:NC_035099.1/CM007957.1; chromosome 24:NC_035100.1/CM007958.1; chromosome 25:NC_035101.1/CM007959.1; chromosome 26:NC_035102.1/CM007960.1; chromosome 27:NC_035103.1/CM007961.1; chromosome 28:NC_035104.1/CM007962.1; chromosome 29:NC_035105.1/CM007963.1; mitochondrion MT:NC_001717.1/L29771.1	MSJN01	139800	51001	71266	2017-05-31	2017-06-02	Chromosome	NCBI	SAMN05449231
Drosophila simulans	7240	PRJNA297806	297806	Animals	Insects	124.964	42.9696	GCA_000754195.3	chromosome 2L:NT_479533.1/CM002910.1; chromosome 2R:NT_479534.1/CM002911.1; chromosome 3L:NT_479535.1/CM002912.1; chromosome 3R:NT_479536.1/CM002913.1; chromosome 4:NC_029796.1/CM002916.1; chromosome X:NC_029795.1/CM002914.1; mitochondrion MT:NC_005781.1/AF200833.1	JPYS01	7619	15242	24132	2014-08-18	2015-07-21	Chromosome	NCBI	SAMN01086904
Pan troglodytes	9598	PRJNA13184	13184	Animals	Mammals	3231.17	41.0646	GCA_000001515.5	chromosome 1:NC_006468.4/CM000314.3; chromosome 2A:NC_006469.4/CM000315.3; chromosome 2B:NC_006470.4/CM000316.3; chromosome 3:NC_006490.4/CM000317.3; chromosome 4:NC_006471.4/CM000318.3; chromosome 5:NC_006472.4/CM000319.3; chromosome 6:NC_006473.4/CM000320.3; chromosome 7:NC_006474.4/CM000321.4; chromosome 8:NC_006475.4/CM000322.4; chromosome 9:NC_006476.4/CM000323.3; chromosome 10:NC_006477.4/CM000324.3; chromosome 11:NC_006478.4/CM000325.3; chromosome 12:NC_006479.4/CM000326.3; chromosome 13:NC_006480.4/CM000327.3; chromosome 14:NC_006481.4/CM000328.3; chromosome 15:NC_006482.4/CM000329.3; chromosome 16:NC_006483.4/CM000330.3; chromosome 17:NC_006484.4/CM000331.3; chromosome 18:NC_006485.4/CM000332.3; chromosome 19:NC_006486.4/CM000333.3; chromosome 20:NC_006487.4/CM000334.4; chromosome 21:NC_006488.4/CM004190.1; chromosome 22:NC_006489.4/CM000335.3; chromosome X:NC_006491.4/CM000336.3; chromosome Y:NC_006492.4/DP000054.3; mitochondrion MT:NC_001643.1/D38113.1	AACZ04	45511	38926	79956	2003-12-06	2016-05-03	Chromosome	Chimpanzee Sequencing and Analysis Consortium	SAMN02981217
Tribolium castaneum	7070	PRJNA12540	12540	Animals	Insects	165.944	35.1887	GCA_000002335.3	linkage group LGX:NC_007416.3/CM000276.3; linkage group LG2:NC_007417.3/CM000277.3; linkage group LG3:NC_007418.3/CM000278.3; linkage group LG4:NC_007419.2/CM000279.2; linkage group LG5:NC_007420.3/CM000280.3; linkage group LG6:NC_007421.3/CM000281.3; linkage group LG7:NC_007422.5/CM000282.3; linkage group LG8:NC_007423.3/CM000283.3; linkage group LG9:NC_007424.3/CM000284.3; linkage group LG10:NC_007425.3/CM000285.3; mitochondrion MT:NC_003081.2/AJ312413.2	AAJJ02	2149	14405	22611	2005-08-17	2016-03-10	Chromosome	Kansas State University	SAMN02953634
Drosophila pseudoobscura pseudoobscura	46245	PRJNA10626	10626	Animals	Insects	152.696	45.3281	GCA_000001765.2	chromosome 2:NC_009005.2/CM000070.3; chromosome 3:NC_009006.2/CM000071.3	AADE01	4790	16721	23456	2003-12-24	2014-08-04	Chromosome	FlyBase	SAMN00779672
Monodelphis domestica	13616	PRJNA12561	12561	Animals	Mammals	3598.44	38.1446	GCF_000002295.2	chromosome 1:NC_008801.1/CM000368.1; chromosome 2:NC_008802.1/CM000369.1; chromosome 3:NC_008803.1/CM000370.1; chromosome 4:NC_008804.1/CM000371.1; chromosome 5:NC_008805.1/CM000372.1; chromosome 6:NC_008806.1/CM000373.1; chromosome 7:NC_008807.1/CM000374.1; chromosome 8:NC_008808.1/CM000375.1; chromosome X:NC_008809.1/CM000376.1; mitochondrion MT:NC_006299.1/AJ508398.1	AAFR03	5223	37096	49112	2004-11-08	2014-08-06	Chromosome	The Genome Sequencing Platform, The Genome Assembly Team	SAMN02953611
Macaca mulatta	9544	PRJNA214746	214746	Animals	Mammals	3236.22	41.2015	GCA_000772875.3	chromosome 1:NC_027893.1/CM002977.3; chromosome 2:NC_027894.1/CM002980.3; chromosome 3:NC_027895.1/CM002984.2; chromosome 4:NC_027896.1/CM002983.2; chromosome 5:NC_027897.1/CM002981.2; chromosome 6:NC_027898.1/CM002982.3; chromosome 7:NC_027899.1/CM002991.3; chromosome 8:NC_027900.1/CM002985.3; chromosome 9:NC_027901.1/CM002987.3; chromosome 10:NC_027902.1/CM002992.3; chromosome 11:NC_027903.1/CM002989.3; chromosome 12:NC_027904.1/CM002979.2; chromosome 13:NC_027905.1/CM002978.2; chromosome 14:NC_027906.1/CM002988.2; chromosome 15:NC_027907.1/CM002986.2; chromosome 16:NC_027908.1/CM002994.2; chromosome 17:NC_027909.1/CM002990.2; chromosome 18:NC_027910.1/CM002995.2; chromosome 19:NC_027911.1/CM002996.3; chromosome 20:NC_027912.1/CM002993.2; chromosome X:NC_027913.1/CM002997.3; chromosome Y:NC_027914.1/CM003438.1; mitochondrion MT:NC_005943.1/AY612638.1	JSUE03	286263	33218	55366	2014-11-04	2015-11-30	Chromosome	Baylor College of Medicine Genome Sequencing Center	NA
Loxodonta africana	9785	PRJNA12569	12569	Animals	Mammals	3196.74	40.9	GCA_000001905.1	mitochondrion MT:NC_000934.1/AJ224821.1	AAGU03	2352	25649	29784	2005-05-18	2014-08-06	Scaffold	Broad Institute	SAMN02953622
Nematostella vectensis	45351	PRJNA12581	12581	Animals	Other Animals	356.614	41.9	GCA_000209225.1	NA	ABAV01	10804	26782	24780	2007-06-21	2014-08-06	Scaffold	DOE Joint Genome Institute (JGI)	SAMN02953687
Cavia porcellus	10141	PRJNA12583	12583	Animals	Mammals	2723.22	40.1	GCA_000151735.1	mitochondrion MT:NC_000884.1/AJ222767.1	AAKN02	3144	27805	37720	2005-11-04	2014-08-11	Scaffold	The Genome Sequencing Platform, The Genome Assembly Team	SAMN02981223
Schmidtea mediterranea	79327	PRJNA379262	379262	Animals	Flatworms	942.042	29.7	GCA_002600895.1	NA	NNSW01	1990	NA	NA	2017-10-18	2017-10-18	Scaffold	Max Planck Institute of Molecular Cell Biology and Genetics	SAMN06660624
Notamacropus eugenii	9315	PRJNA12587	12587	Animals	Mammals	3075.18	40.4	GCA_000004035.1	NA	ABQO01	277711	NA	NA	2008-11-26	2014-08-26	Scaffold	Tammar Wallaby Genome Sequencing Consortium	NA
Echinops telfairi	9371	PRJNA12590	12590	Animals	Mammals	2947.02	43.6	GCA_000313985.1	mitochondrion MT:NC_002631.2/AJ400734.2	AAIY02	8402	25811	22926	2005-08-16	2013-11-06	Scaffold	Broad Institute	SAMN00216137
Dasypus novemcinctus	9361	PRJNA196486	196486	Animals	Mammals	3631.52	41.5	GCA_000208655.2	mitochondrion MT:NC_001821.1/Y11832.1	AAGV03	46559	34097	38202	2005-05-14	2014-08-06	Scaffold	NCBI	SAMN02953623
Schistosoma mansoni	6183	PRJEA36577	36577	Animals	Flatworms	364.538	35.2769	GCA_000237925.2	chromosome 1:NC_031495.1/HE601624.1; chromosome 2:NC_031496.1/HE601625.1; chromosome 3:NC_031497.1/HE601626.1; chromosome 4:NC_031498.1/HE601627.1; chromosome 5:NC_031499.1/HE601628.1; chromosome 6:NC_031500.1/HE601629.1; chromosome 7:NC_031501.1/HE601630.1; chromosome W:NC_031502.1/HE601631.1; mitochondrion MT:NC_002545.1/AF216698.1; mitochondrion MT:HE601612.1	CABG01	885	13258	11725	2011-10-03	2016-03-10	Chromosome	Schistosoma Genome Network	SAMEA2272516
Schistosoma japonicum	6182	PRJEA34885	34885	Animals	Flatworms	402.743	35.2	GCA_000151775.1	NA	CABF01	25048	NA	NA	2009-03-18	2009-09-03	Scaffold	Chinese Human Genome Center at Shanghai	SAMEA2272175
Trichinella spiralis	6334	PRJNA12603	12603	Animals	Roundworms	63.5254	35.1	GCA_000181795.2	NA	ABIR02	6863	16549	16380	2007-12-14	2014-08-06	Scaffold	Washington University School of Medicine	SAMN02953711
Sorex araneus	42254	PRJNA13689	13689	Animals	Mammals	2423.16	43.4	GCA_000181275.2	NA	AALT02	12845	21961	23427	2005-11-05	2013-11-01	Scaffold	Broad Institute	SAMN00210854
Erinaceus europaeus	9365	PRJNA74585	74585	Animals	Mammals	2715.72	42.4999	GCA_000296755.1	mitochondrion MT:NC_002080.2/X88898.2	AMDU01	5803	22541	29382	2012-09-10	2013-11-01	Scaffold	Broad Institute	SAMN00760989
Fasciola hepatica	6192	PRJEB6687	263667	Animals	Flatworms	1275.11	44.3	GCA_000947175.1	NA	CCMX01	20158	NA	NA	2014-11-08	2014-11-08	Scaffold	LIV	SAMEA2629804
Pristionchus pacificus	54126	PRJNA12644	12644	Animals	Roundworms	154.958	42.8	GCA_000180635.3	NA	ABKE03	134	24925	24925	2009-01-07	2017-10-10	Contig	Washington University (WashU)	SAMN02953718
Drosophila erecta	7220	PRJNA12661	12661	Animals	Insects	152.712	42.6	GCA_000005135.1	NA	AAPQ01	5124	14627	19592	2006-04-11	2015-11-02	Scaffold	Agencourt Bioscience Corporation	SAMN02953649
Drosophila willistoni	7260	PRJNA12664	12664	Animals	Insects	235.516	37.8	GCA_000005925.1	NA	AAQB01	14838	14617	15182	2006-04-21	2015-11-03	Scaffold	J. Craig Venter Institute	SAMN02953653
Caenorhabditis japonica	281687	PRJNA12591	12591	Animals	Roundworms	166.256	39.9	GCA_000147155.1	NA	ABLE03	18817	NA	NA	2008-04-03	2014-08-06	Scaffold	Washington University (WashU)	SAMN02953724
Caenorhabditis remanei	31234	PRJNA12588	12588	Animals	Roundworms	145.443	38.5	GCA_000149515.1	NA	AAGD02	3670	32412	31476	2005-02-09	2014-08-04	Scaffold	The Caenorhabditis remanei Sequencing Consortium	SAMN00627085
Caenorhabditis brenneri	135651	PRJNA20035	20035	Animals	Roundworms	190.37	39.7	GCA_000143925.2	NA	ABEG02	3305	32215	30670	2007-07-17	2014-08-06	Scaffold	The Caenorhabditis brenneri Sequencing and Analysis Consortium	SAMN02953693
Drosophila grimshawi	7222	PRJNA12678	12678	Animals	Insects	200.468	38.8	GCA_000005155.1	NA	AAPT01	17440	15543	14985	2006-04-11	2014-08-06	Scaffold	Agencourt Bioscience Corporation	SAMN02953650
Drosophila mojavensis	7230	PRJNA12682	12682	Animals	Insects	193.826	40.2	GCA_000005175.1	NA	AAPU01	6841	14470	20110	2006-04-11	2015-11-03	Scaffold	Agencourt Bioscience Corporation	SAMN02953651
Meloidogyne hapla	6305	PRJNA29083	29083	Animals	Roundworms	53.013	27.4	GCA_000172435.1	NA	ABLG01	3450	NA	NA	2008-09-29	2014-08-01	Contig	Center for the Biology of Nematode Parasitism, NCSU	SAMN02743742
Drosophila virilis	7244	PRJNA12688	12688	Animals	Insects	206.027	40.7	GCA_000005245.1	NA	AANI01	13530	14717	20548	2006-04-11	2015-11-03	Scaffold	Agencourt Bioscience Corporation	SAMN02953641
Drosophila persimilis	7234	PRJNA12705	12705	Animals	Insects	188.374	45.2	GCA_000005195.1	NA	AAIZ01	12838	17479	16878	2005-09-28	2014-08-06	Scaffold	Broad Institute	SAMN02953632
Drosophila sechellia	7238	PRJNA12711	12711	Animals	Insects	166.592	42.4982	GCA_000005215.1	mitochondrion MT:NC_005780.1/AF200832.1	AAKO01	14731	17135	16484	2005-09-28	2014-08-06	Scaffold	Broad Institute	SAMN02953639
Drosophila ananassae	7217	PRJNA12651	12651	Animals	Insects	230.993	42.5	GCA_000005115.1	NA	AAPP01	13749	15614	21191	2006-04-11	2015-10-16	Scaffold	Agencourt Bioscience Corporation	SAMN02953648
Meloidogyne incognita	6306	PRJEB8714	384731	Animals	Roundworms	183.532	NA	GCA_900182535.1	NA	FXSY01	12091	NA	NA	2017-05-05	2017-05-05	Scaffold	Genoscope CEA	SAMEA104032784
Petromyzon marinus	7757	PRJNA12880	12880	Animals	Fishes	885.535	46.8	GCA_000148955.1	NA	AEFG01	25005	NA	NA	2010-09-30	2014-08-11	Scaffold	Washington University (WashU)	SAMN02981275
Daphnia pulex	6669	PRJNA12756	12756	Animals	Other Animals	197.206	42.4	GCA_000187875.1	NA	ACJG01	5186	30612	30611	2011-02-03	2014-08-01	Scaffold	US DOE Joint Genome Institute (JGI-PGF)	SAMN02744063
Oryctolagus cuniculus	9986	PRJNA12819	12819	Animals	Mammals	2737.46	44.0526	GCA_000003625.1	chromosome 1:NC_013669.1/CM000790.1; chromosome 2:NC_013670.1/CM000791.1; chromosome 3:NC_013671.1/CM000792.1; chromosome 4:NC_013672.1/CM000793.1; chromosome 5:NC_013673.1/CM000794.1; chromosome 6:NC_013674.1/CM000795.1; chromosome 7:NC_013675.1/CM000796.1; chromosome 8:NC_013676.1/CM000797.1; chromosome 9:NC_013677.1/CM000798.1; chromosome 10:NC_013678.1/CM000799.1; chromosome 11:NC_013679.1/CM000800.1; chromosome 12:NC_013680.1/CM000801.1; chromosome 13:NC_013681.1/CM000802.1; chromosome 14:NC_013682.1/CM000803.1; chromosome 15:NC_013683.1/CM000804.1; chromosome 16:NC_013684.1/CM000805.1; chromosome 17:NC_013685.1/CM000806.1; chromosome 18:NC_013686.1/CM000807.1; chromosome 19:NC_013687.1/CM000808.1; chromosome 20:NC_013688.1/CM000809.1; chromosome 21:NC_013689.1/CM000810.1; chromosome X:NC_013690.1/CM000811.1; mitochondrion MT:NC_001913.1/AJ001588.1	AAGW02	3318	29098	38463	2005-05-13	2014-08-06	Chromosome	The Genome Sequencing Platform, The Assembly Computation and Development Core Team	SAMN02953624
Pongo abelii	9601	PRJNA20869	20869	Animals	Mammals	3441.24	41.5894	GCF_000001545.4	chromosome 1:NC_012591.1/CM000550.1; chromosome 2A:NC_012592.1/CM000551.1; chromosome 2B:NC_012593.1/CM000552.1; chromosome 3:NC_012594.1/CM000553.1; chromosome 4:NC_012595.1/CM000554.1; chromosome 5:NC_012596.1/CM000555.1; chromosome 6:NC_012597.1/CM000556.1; chromosome 7:NC_012598.1/CM000557.1; chromosome 8:NC_012599.1/CM000558.1; chromosome 9:NC_012600.1/CM000559.1; chromosome 10:NC_012601.1/CM000560.1; chromosome 11:NC_012602.1/CM000561.1; chromosome 12:NC_012603.1/CM000562.1; chromosome 13:NC_012604.1/CM000563.1; chromosome 14:NC_012605.1/CM000564.1; chromosome 15:NC_012606.1/CM000565.1; chromosome 16:NC_012607.1/CM000566.1; chromosome 17:NC_012608.1/CM000567.1; chromosome 18:NC_012609.1/CM000568.1; chromosome 19:NC_012610.1/CM000569.1; chromosome 20:NC_012611.1/CM000570.1; chromosome 21:NC_012612.1/CM000571.1; chromosome 22:NC_012613.1/CM000572.1; chromosome X:NC_012614.1/CM000573.1; mitochondrion MT:NC_002083.1/X97707.1	ABGA01	79342	32434	37509	2007-11-14	2014-08-11	Chromosome	Orangutan Genome Sequencing Consortium	SAMN02981238
Ancylostoma duodenale	51022	PRJNA72581	72581	Animals	Roundworms	332.876	42.7	GCA_000816745.1	NA	JHON01	69981	27673	27483	2015-01-08	2015-01-16	Scaffold	The Genome Institute	SAMN03277212
Ascaris suum	6253	PRJNA62057	62057	Animals	Roundworms	298.028	37.7	GCA_000187025.3	NA	AEUI03	415	NA	NA	2011-01-28	2017-11-06	Scaffold	Department of Biochemistry and Molecular Genetics, University of Colorado School of Medicine	SAMN07782705
Saccoglossus kowalevskii	10224	PRJNA12887	12887	Animals	Other Animals	775.84	38.1	GCA_000003605.1	mitochondrion MT:NC_007438.1/AY336131.1	ACQM01	54120	22086	22132	2009-08-04	2013-11-01	Scaffold	Baylor College of Medicine	SAMN00102747
Trichoplax adhaerens	10228	PRJNA12874	12874	Animals	Other Animals	105.632	34.5	GCA_000150275.1	NA	ABGP01	1414	11518	11520	2008-06-13	2014-08-06	Scaffold	US DOE Joint Genome Institute (JGI-PGF)	SAMN02953699
Biomphalaria glabrata	6526	PRJNA12879	12879	Animals	Other Animals	916.388	36.1998	GCA_000457365.1	mitochondrion MT:NC_005439.1/AY380531.1	APKA01	331401	28564	36675	2013-08-09	2014-08-06	Scaffold	Washington University (WashU)	SAMN02953846
Taeniopygia guttata	59729	PRJNA17289	17289	Animals	Birds	1232.14	41.4526	GCA_000151805.2	chromosome 1:NC_011462.1/CM000515.1; chromosome 1A:NC_011463.1/CM000516.1; chromosome 1B:NC_011464.1/CM000517.1; chromosome 2:NC_011465.1/CM000518.1; chromosome 3:NC_011466.1/CM000519.1; chromosome 4:NC_011467.1/CM000520.1; chromosome 4A:NC_011468.1/CM000521.1; chromosome 5:NC_011469.1/CM000522.1; chromosome 6:NC_011470.1/CM000523.1; chromosome 7:NC_011471.1/CM000524.1; chromosome 8:NC_011472.1/CM000525.1; chromosome 9:NC_011473.1/CM000526.1; chromosome 10:NC_011474.1/CM000527.1; chromosome 11:NC_011475.1/CM000528.1; chromosome 12:NC_011476.1/CM000529.1; chromosome 13:NC_011477.1/CM000530.1; chromosome 14:NC_011478.1/CM000531.1; chromosome 15:NC_011479.1/CM000532.1; chromosome 16:NC_011480.1/CM000533.1; chromosome 17:NC_011481.1/CM000534.1; chromosome 18:NC_011482.1/CM000535.1; chromosome 19:NC_011483.1/CM000536.1; chromosome 20:NC_011484.1/CM000537.1; chromosome 21:NC_011485.1/CM000538.1; chromosome 22:NC_011486.1/CM000539.1; chromosome 23:NC_011487.1/CM000540.1; chromosome 24:NC_011488.1/CM000541.1; chromosome 25:NC_011489.1/CM000542.1; chromosome 26:NC_011490.1/CM000543.1; chromosome 27:NC_011491.1/CM000544.1; chromosome 28:NC_011492.1/CM000545.1; chromosome LGE22:NC_011496.1/CM000549.1; chromosome LG2:NC_011494.1/CM000547.1; chromosome LG5:NC_011495.1/CM000548.1; chromosome Z:NC_011493.1/CM000546.1; mitochondrion MT:NC_007897.1/DQ422742.1	ABQF01	37422	17357	19447	2008-09-03	2014-08-11	Chromosome	Washington University Genome Sequencing Center	SAMN02981239
